,id,url,type,cost,impression,effect,status,img
57479,CR266561200991502336,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR266561200991502336,Image,50,5000,100,,
57480,CR266653559968235520,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR266653559968235520,Image,500,50000,100,,
57481,CR2678410325262336,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR2678410325262336,Image,50,5000,100,,
57482,CR268531525828476928,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR268531525828476928,Image,50,5000,100,,
57483,CR269609047223697408,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR269609047223697408,Image,500,50000,100,,
57484,CR270361113177096192,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR270361113177096192,Image,50,5000,100,,
57485,CR270924063130517504,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR270924063130517504,Image,50,5000,100,,
57486,CR271218732246761472,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR271218732246761472,Image,50,5000,100,,
57487,CR272472175502426112,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR272472175502426112,Image,50,5000,100,,
57488,CR273408959409291264,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR273408959409291264,Image,500,50000,100,,
57489,CR277208871594885120,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR277208871594885120,Image,500,50000,100,,
57490,CR278334771501727744,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR278334771501727744,Image,500,50000,100,,
57491,CR278523887501705216,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR278523887501705216,Image,500,50000,100,,
57493,CR280586571315412992,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR280586571315412992,Image,500,50000,100,,
57494,CR281993946198966272,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR281993946198966272,Image,50,5000,100,,
57496,CR282592080524476416,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR282592080524476416,Image,50,5000,100,,
57498,CR284575599500984320,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR284575599500984320,Image,50,5000,100,,
57499,CR284667958477717504,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR284667958477717504,Image,500,50000,100,,
57500,CR285279286942760960,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR285279286942760960,Image,50,5000,100,,
57501,CR285653120896204800,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR285653120896204800,Image,500,50000,100,,
57502,CR286968136803024896,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR286968136803024896,Image,50,5000,100,,
57503,CR287157252803002368,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR287157252803002368,Image,500,500000,1000,,
57504,CR288608608151666688,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR288608608151666688,Image,500,50000,100,,
57505,CR289782886570131456,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR289782886570131456,Image,50,5000,100,,
57507,CR290156720523575296,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR290156720523575296,Image,500,50000,100,,
57508,CR290297458011930624,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR290297458011930624,Image,50,5000,100,,
57510,CR293112207779037184,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR293112207779037184,Image,500,50000,100,,
57511,CR294145748709146624,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR294145748709146624,Image,50,5000,100,,
57512,CR297312342197141504,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR297312342197141504,Image,50,5000,100,,
57513,CR298103990569140224,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR298103990569140224,Image,50,50000,1000,,
57514,CR301464098103623680,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR301464098103623680,Image,50,5000,100,,
57515,CR302119407033778176,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR302119407033778176,Image,500,50000,100,,
57516,CR302682356987199488,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR302682356987199488,Image,50,5000,100,,
57517,CR303575160428953600,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR303575160428953600,Image,50,5000,100,,
57518,CR304511944335818752,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR304511944335818752,Image,500,50000,100,,
57519,CR305497106754306048,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR305497106754306048,Image,50,5000,100,,
57520,CR307797285079613440,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR307797285079613440,Image,500,50000,100,,
57521,CR30953451345149952,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR30953451345149952,Image,50,5000,100,,
57522,CR311830293730295808,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR311830293730295808,Image,500,50000,100,,
57523,CR313426784613826560,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR313426784613826560,Image,50,50000,1000,,
57524,CR314148064241647616,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR314148064241647616,Image,50,50000,1000,,
57525,CR314363568520691712,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR314363568520691712,Image,50,5000,100,,
57527,CR31516401298571264,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR31516401298571264,Image,50,5000,100,,
57528,CR315489468427534336,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR315489468427534336,Image,500,50000,100,,
57529,CR321400442938458112,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR321400442938458112,Image,500,50000,100,,
57531,CR324122833728831488,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR324122833728831488,Image,50,5000,100,,
57532,CR324545046193897472,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR324545046193897472,Image,50,5000,100,,
57535,CR32655495344947200,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR32655495344947200,Image,500,50000,100,,
57536,CR328578054844579840,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR328578054844579840,Image,500,50000,100,,
57538,CR331955754565107712,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR331955754565107712,Image,500,50000,100,,
57539,CR332567083030151168,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR332567083030151168,Image,500,50000,100,,
57540,CR332848558006861824,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR332848558006861824,Image,50,50000,1000,,
57541,CR335333454285635584,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR335333454285635584,Image,500,50000,100,,
57543,CR339133366471229440,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR339133366471229440,Image,50,5000,100,,
57546,CR341574282284892160,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR341574282284892160,Image,50,5000,100,,
57547,CR342431901354557440,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR342431901354557440,Image,25000,500000,20,,
57548,CR345466553447219200,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR345466553447219200,Image,50,5000,100,,
57550,CR349314844144435200,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR349314844144435200,Image,50,5000,100,,
57551,CR355318177632092160,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR355318177632092160,Image,50,5000,100,,
57552,CR36033195065475072,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR36033195065475072,Image,50,5000,100,,
57554,CR362733284049813504,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR362733284049813504,Image,25000,500000,20,,
57555,CR363247855491612672,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR363247855491612672,Image,50,5000,100,,
57556,CR364184639398477824,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR364184639398477824,Image,500,50000,100,,
57557,CR364466114375188480,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR364466114375188480,Image,500,50000,100,,
57558,CR36877619995607040,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR36877619995607040,Image,50,5000,100,,
57561,CR370425467397734400,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR370425467397734400,Image,50,5000,100,,
57562,CR373394148792729600,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR373394148792729600,Image,25000,500000,20,,
57563,CR37392191437406208,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR37392191437406208,Image,500,50000,100,,
57564,CR376208898559836160,https://transparencyreport.google.com/political-ads/library/advertiser/AR69471542689398784/creative/CR376208898559836160,Image,500,50000,100,,
